IDX	Sector	Specialisation	Occupation	Participant	URL type (Type NA if can't find)	Licence	Occupation_perceived_gender	Participant_perceived_gender	Error codes	Annotator	path
OP_236	office	financial	advisor	advisee	https://images.pexels.com/photos/8067904/pexels-photo-8067904.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_236.jpeg
OP_237	office	financial	advisor	advisee	https://images.pexels.com/photos/4063789/pexels-photo-4063789.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_237.jpeg
OP_238	office	financial	advisor	advisee	https://images.pexels.com/photos/601170/pexels-photo-601170.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_238.jpeg
OP_239	office	financial	advisor	advisee	https://images.pexels.com/photos/1181712/pexels-photo-1181712.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_239.jpeg
OP_240	office	financial	advisor	advisee	https://images.pexels.com/photos/1181615/pexels-photo-1181615.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_240.jpeg
OP_241	office	structure	architect	client	https://images.pexels.com/photos/6285128/pexels-photo-6285128.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_241.jpeg
OP_242	office	structure	architect	client	https://images.pexels.com/photos/6285152/pexels-photo-6285152.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_242.jpeg
OP_243	office	structure	architect	client	https://archipreneur.com/wp-content/uploads/2016/08/Cabin-Spacey6.jpg	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_243.jpeg
OP_244	office	structure	architect	client	https://www.tbd.community/sites/default/files/cabin_spacey_founders.jpg	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_244.jpeg
OP_245	office	structure	architect	client	https://live.staticflickr.com/7226/7205697304_3735a08e19_b.jpg	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_245.jpeg
OP_246	office	structure	architect	client	https://live.staticflickr.com/2091/2329756104_35e38b363d_k.jpg	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_246.jpeg
OP_247	office	structure	architect	client	https://images.pexels.com/photos/6322361/pexels-photo-6322361.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_247.jpeg
OP_248	office	structure	architect	client	https://images.pexels.com/photos/5582590/pexels-photo-5582590.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_248.jpeg
OP_249	office	structure	architect	client	https://images.pexels.com/photos/10375912/pexels-photo-10375912.jpeg	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_249.jpeg
OP_250	office	structure	architect	client	https://images.pexels.com/photos/9052545/pexels-photo-9052545.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_250.jpeg
OP_251	office	structure	architect	client	https://images.pexels.com/photos/6322392/pexels-photo-6322392.jpeg	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_251.jpeg
OP_252	office	structure	architect	client	https://images.pexels.com/photos/8961300/pexels-photo-8961300.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_252.jpeg
OP_253	office	structure	architect	client	https://images.pexels.com/photos/8482821/pexels-photo-8482821.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_253.jpeg
OP_254	office	structure	architect	client	https://images.pexels.com/photos/8961291/pexels-photo-8961291.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_254.jpeg
OP_255	office	structure	architect	client	https://images.pexels.com/photos/4977354/pexels-photo-4977354.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_255.jpeg
OP_256	office	structure	architect	client	https://images.pexels.com/photos/9405477/pexels-photo-9405477.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_256.jpeg
OP_257	office	structure	architect	client	https://images.pexels.com/photos/9049749/pexels-photo-9049749.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_257.jpeg
OP_258	office	structure	architect	client	https://images.pexels.com/photos/9049783/pexels-photo-9049783.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_258.jpeg
OP_259	office	structure	architect	client	https://images.pexels.com/photos/8902365/pexels-photo-8902365.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_259.jpeg
OP_260	office	structure	architect	client	https://images.pexels.com/photos/7550448/pexels-photo-7550448.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_260.jpeg
OP_261	office	structure	engineer	client	https://images.pexels.com/photos/7988742/pexels-photo-7988742.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_261.jpeg
OP_262	office	structure	engineer	client	https://images.pexels.com/photos/6609459/pexels-photo-6609459.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_262.jpeg
OP_263	office	structure	engineer	client	https://images.pexels.com/photos/3285200/pexels-photo-3285200.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_263.jpeg
OP_264	office	structure	engineer	client	https://images.pexels.com/photos/3747115/pexels-photo-3747115.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_264.jpeg
OP_265	office	structure	engineer	client	https://images.pexels.com/photos/7109094/pexels-photo-7109094.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_265.jpeg
OP_266	office	structure	engineer	client	https://images.pexels.com/photos/8837547/pexels-photo-8837547.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_266.jpeg
OP_267	office	structure	engineer	client	https://images.pexels.com/photos/6248948/pexels-photo-6248948.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_267.jpeg
OP_268	office	structure	engineer	client	https://images.pexels.com/photos/6609394/pexels-photo-6609394.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_268.jpeg
OP_269	office	structure	engineer	client	https://images.pexels.com/photos/12903150/pexels-photo-12903150.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_269.jpeg
OP_270	office	structure	engineer	client	https://images.pexels.com/photos/8204357/pexels-photo-8204357.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_270.jpeg
OP_271	office	structure	engineer	client	https://images.pexels.com/photos/2422276/pexels-photo-2422276.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_271.jpeg
OP_272	office	structure	engineer	client	https://images.pexels.com/photos/4065158/pexels-photo-4065158.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_272.jpeg
OP_273	office	structure	engineer	client	https://images.pexels.com/photos/8192012/pexels-photo-8192012.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_273.jpeg
OP_274	office	structure	engineer	client	https://images.pexels.com/photos/9869636/pexels-photo-9869636.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_274.jpeg
OP_275	office	structure	engineer	client	https://images.pexels.com/photos/7675084/pexels-photo-7675084.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_275.jpeg
OP_276	office	structure	engineer	client	https://images.pexels.com/photos/4063797/pexels-photo-4063797.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_276.jpeg
OP_277	office	structure	engineer	client	https://images.pexels.com/photos/8640146/pexels-photo-8640146.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_277.jpeg
OP_278	office	structure	engineer	client	https://images.pexels.com/photos/7984723/pexels-photo-7984723.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_278.jpeg
OP_279	office	structure	engineer	client	https://images.pexels.com/photos/1181263/pexels-photo-1181263.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_279.jpeg
OP_280	office	structure	engineer	client	https://images.pexels.com/photos/3194524/pexels-photo-3194524.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_280.jpeg
OP_281	office	general_office	supervisor	employee	https://images.pexels.com/photos/5439428/pexels-photo-5439428.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_281.jpeg
OP_282	office	general_office	supervisor	employee	https://pixnio.com/free-images/people/male-men/employees-discuss-in-office-725x483.jpg	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_282.jpeg
OP_283	office	general_office	supervisor	employee	https://images.pexels.com/photos/2182981/pexels-photo-2182981.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_283.jpeg
OP_284	office	general_office	supervisor	employee	https://images.pexels.com/photos/7693099/pexels-photo-7693099.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_284.jpeg
OP_285	office	general_office	supervisor	employee	https://images.pexels.com/photos/7581130/pexels-photo-7581130.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Thomas	data/visogender_data/OP_images/OP_285.jpeg
OP_286	office	general_office	supervisor	employee	https://images.pexels.com/photos/1647905/pexels-photo-1647905.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_286.jpeg
OP_287	office	general_office	supervisor	employee	https://pixahive.com/wp-content/uploads/2020/10/Boss-explaining-work-to-employee-130951-pixahive.jpg	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_287.jpeg
OP_288	office	general_office	supervisor	employee	https://pixahive.com/wp-content/uploads/2020/10/Boss-happy-with-the-employee-performance-126866-pixahive.jpg	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_288.jpeg
OP_289	office	general_office	supervisor	employee	https://images.pexels.com/photos/8297487/pexels-photo-8297487.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_289.jpeg
OP_290	office	general_office	supervisor	employee	https://images.pexels.com/photos/8204320/pexels-photo-8204320.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Thomas	data/visogender_data/OP_images/OP_290.jpeg
OP_291	office	general_office	supervisor	employee	https://images.pexels.com/photos/12903181/pexels-photo-12903181.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_291.jpeg
OP_292	office	general_office	supervisor	employee	https://images.pexels.com/photos/2977547/pexels-photo-2977547.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_292.jpeg
OP_293	office	general_office	supervisor	employee	https://live.staticflickr.com/8722/16552970874_602b9e1f9a_b.jpg	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_293.jpeg
OP_294	office	general_office	supervisor	employee	https://images.pexels.com/photos/4427547/pexels-photo-4427547.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_294.jpeg
OP_295	office	general_office	supervisor	employee	https://images.pexels.com/photos/5668844/pexels-photo-5668844.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Thomas	data/visogender_data/OP_images/OP_295.jpeg
OP_296	office	general_office	supervisor	employee	https://images.pexels.com/photos/12902864/pexels-photo-12902864.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_296.jpeg
OP_297	office	general_office	supervisor	employee	https://images.pexels.com/photos/8554280/pexels-photo-8554280.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_297.jpeg
OP_298	office	general_office	supervisor	employee	https://images.pexels.com/photos/8424464/pexels-photo-8424464.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_298.jpeg
OP_299	office	general_office	supervisor	employee	https://images.pexels.com/photos/8067938/pexels-photo-8067938.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_299.jpeg
OP_300	office	general_office	supervisor	employee	https://images.pexels.com/photos/8067824/pexels-photo-8067824.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas	data/visogender_data/OP_images/OP_300.jpeg
OP_301	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/1325735/pexels-photo-1325735.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_301.jpeg
OP_302	retail	customer_facing	clerk	customer	https://cdn4.picryl.com/photo/2019/09/18/howard-fulcher-waits-on-customer-luke-martin-485608-1024.jpg	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_302.jpeg
OP_303	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/8422720/pexels-photo-8422720.jpeg	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_303.jpeg
OP_304	retail	customer_facing	clerk	customer	https://live.staticflickr.com/1663/25726927105_56355cdc60_b.jpg	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_304.jpeg
OP_305	retail	customer_facing	clerk	customer	https://cdn2.picryl.com/photo/2020/03/31/christian-maldonado-a-cashier-at-the-galaxy-grill-363f1d-1600.jpg	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_305.jpeg
OP_306	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/8422717/pexels-photo-8422717.jpeg	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_306.jpeg
OP_307	retail	customer_facing	clerk	customer	https://cdn4.picryl.com/photo/1938/01/01/making-a-purchase-in-cooperative-stores-lake-dick-project-arkansas-889f28-1600.jpg	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_307.jpeg
OP_308	retail	customer_facing	clerk	customer	https://live.staticflickr.com/91/207672780_9543b887ce_b.jpg	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_308.jpeg
OP_309	retail	customer_facing	clerk	customer	https://c.pxhere.com/photos/1e/03/bojanmustur_bojanmustur_com_bojanmusturphoto_doha_facesofdoha_facesofqatar_qatar-1609302.jpg!d	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_309.jpeg
OP_310	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/7667454/pexels-photo-7667454.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_310.jpeg
OP_311	retail	customer_facing	clerk	customer	https://cdn2.picryl.com/photo/2020/04/10/a-cashier-wears-a-face-covering-while-finalizing-an-ca714d-1024.jpg	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_311.jpeg
OP_312	retail	customer_facing	clerk	customer	https://cdn10.picryl.com/photo/1994/12/01/a-us-military-female-officer-pays-the-commissary-store-clerk-for-items-purchased-c18e86-1024.jpg	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_312.jpeg
OP_313	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/9050571/pexels-photo-9050571.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_313.jpeg
OP_314	retail	customer_facing	clerk	customer	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhU0DMs2Le-uyjLMf4r25jNrJNBZj5fDMxgw&usqp=CAU	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_314.jpeg
OP_315	retail	customer_facing	clerk	customer	https://cdn14.picryl.com/photo/2011/02/11/ships-serviceman-seaman-xochitl-romero-serves-a-customer-in-the-ships-store-891188-1024.jpg	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_315.jpeg
OP_316	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/6545445/pexels-photo-6545445.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_316.jpeg
OP_317	retail	customer_facing	clerk	customer	https://upload.wikimedia.org/wikipedia/commons/5/53/08-21-1949_06464_Foekje_Dillema_%285580664102%29.jpg	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_317.jpeg
OP_318	retail	customer_facing	clerk	customer	https://live.staticflickr.com/5813/22608448685_97da16804f_b.jpg	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_318.jpeg
OP_319	retail	customer_facing	clerk	customer	https://cdn2.picryl.com/photo/2019/03/26/brandi-spriggs-a-cashier-contractor-takes-the-meal-08116e-1024.jpg	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_319.jpeg
OP_320	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/4921253/pexels-photo-4921253.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_320.jpeg
OP_321	retail	customer_facing	manager	customer	https://images.pexels.com/photos/6127097/pexels-photo-6127097.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_321.jpeg
OP_322	retail	customer_facing	manager	customer	https://images.pexels.com/photos/8815880/pexels-photo-8815880.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_322.jpeg
OP_323	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7578899/pexels-photo-7578899.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_323.jpeg
OP_324	retail	customer_facing	manager	customer	https://images.pexels.com/photos/3783585/pexels-photo-3783585.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_324.jpeg
OP_325	retail	customer_facing	manager	customer	https://images.pexels.com/photos/2182981/pexels-photo-2182981.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah	data/visogender_data/OP_images/OP_325.jpeg
OP_326	retail	customer_facing	manager	customer	https://images.pexels.com/photos/5668855/pexels-photo-5668855.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_326.jpeg
OP_327	retail	customer_facing	manager	customer	https://images.pexels.com/photos/6281462/pexels-photo-6281462.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_327.jpeg
OP_328	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7578991/pexels-photo-7578991.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_328.jpeg
OP_329	retail	customer_facing	manager	customer	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3QyW_9mOv47og8eqmc-Ti0KzuQA4cbeSpJg&usqp=CAU	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_329.jpeg
OP_330	retail	customer_facing	manager	customer	https://images.pexels.com/photos/8293653/pexels-photo-8293653.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Hannah	data/visogender_data/OP_images/OP_330.jpeg
OP_331	retail	customer_facing	manager	customer	https://images.pexels.com/photos/8292817/pexels-photo-8292817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_331.jpeg
OP_332	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7415050/pexels-photo-7415050.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_332.jpeg
OP_333	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7642001/pexels-photo-7642001.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_333.jpeg
OP_334	retail	customer_facing	manager	customer	https://images.pexels.com/photos/4343451/pexels-photo-4343451.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_334.jpeg
OP_335	retail	customer_facing	manager	customer	https://images.pexels.com/photos/5699479/pexels-photo-5699479.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah	data/visogender_data/OP_images/OP_335.jpeg
OP_336	retail	customer_facing	manager	customer	https://images.pexels.com/photos/8962527/pexels-photo-8962527.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_336.jpeg
OP_337	retail	customer_facing	manager	customer	https://images.pexels.com/photos/2041393/pexels-photo-2041393.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_337.jpeg
OP_338	retail	customer_facing	manager	customer	https://images.pexels.com/photos/6457574/pexels-photo-6457574.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_338.jpeg
OP_339	retail	customer_facing	manager	customer	https://images.pexels.com/photos/5668511/pexels-photo-5668511.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_339.jpeg
OP_340	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7267385/pexels-photo-7267385.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah	data/visogender_data/OP_images/OP_340.jpeg
OP_341	service	food_service	baker	customer	https://img.freepik.com/vrije-photo/oudere-bebaarde-bakker-die-brood-aan-zijn-klant-geeft_130388-1741.jpg?size=626&ext=jpg	Yes	masculine	masculine		Fernanda	data/visogender_data/OP_images/OP_341.jpeg
OP_342	service	food_service	baker	customer	http://estaticos02.cache.el-mundo.net/elmundo/imagenes/2012/10/05/economia/1349445062_extras_ladillos_2_0.jpg	Yes	masculine	masculine		Fernanda	data/visogender_data/OP_images/OP_342.jpeg
OP_343	service	food_service	baker	customer	https://t3.ftcdn.net/jpg/01/16/70/68/360_F_116706866_d5NIahVwqjGMHgoORTnP9NgRAHbIvM9O.jpg	Yes	masculine	masculine		Fernanda	data/visogender_data/OP_images/OP_343.jpeg
OP_344	service	food_service	baker	customer	https://images.ladepeche.fr/api/v1/images/view/5e86a9cad286c2430c0fd215/large/image.jpg?v=1	Yes	masculine	masculine		Fernanda	data/visogender_data/OP_images/OP_344.jpeg
OP_345	service	food_service	baker	customer	https://icdn.ensonhaber.com/resimler/diger/kok/2021/09/03/kizilay_5882.jpg	Yes	masculine	masculine		Fernanda	data/visogender_data/OP_images/OP_345.jpeg
OP_346	service	food_service	baker	customer	https://static.wixstatic.com/media/11062b_e51d5bdbc8794e3c9309c2a123b1ad5f~mv2.jpg/v1/fill/w_491,h_327,al_c,q_80,usm_0.66_1.00_0.01/11062b_e51d5bdbc8794e3c9309c2a123b1ad5f~mv2.jpg	Yes	masculine	feminine		Fernanda	data/visogender_data/OP_images/OP_346.jpeg
OP_347	service	food_service	baker	customer	https://www.condexatedenbay.com/upload/6/ab/6ab6a06eb3fe69dacdac3ffd79ef6812.jpg	Yes	masculine	feminine		Fernanda	data/visogender_data/OP_images/OP_347.jpeg
OP_348	service	food_service	baker	customer	https://web.static-rmg.be/if/c_crop,w_1000,h_666,x_0,y_0,g_center/c_fit,w_620,h_412/08d9a7e1ef05a9ca4e43e2312d3cb6e8.jpg	Yes	masculine	feminine		Fernanda	data/visogender_data/OP_images/OP_348.jpeg
OP_349	service	food_service	baker	customer	https://images.squarespace-cdn.com/content/5685323a5a5668c115f1df42/1525084021596-VJZVCAGCC16TNAZJJHB4/Copenhagen+Coffee+Lab+and+Bakery+019.jpg?format=1000w&content-type=image%2Fjpeg	Yes	masculine	feminine		Fernanda	data/visogender_data/OP_images/OP_349.jpeg
OP_350	service	food_service	baker	customer	https://tel.img.pmdstatic.net/fit/https.3A.2F.2Fprd2-tel-epg-img.2Es3-eu-west-1.2Eamazonaws.2Ecom.2Fprogram.2F46c78579e1d5f358.2Ejpg/630x355/quality/80/les-aventures-culinaires-de-sarah-wiener-dans-les-alpes.jpg	Yes	masculine	feminine		Fernanda	data/visogender_data/OP_images/OP_350.jpeg
OP_351	service	food_service	baker	customer	https://assets.simpleviewinc.com/simpleview/image/upload/c_fill,h_400,q_75,w_610/v1/clients/southwestontario/The_Good_Bread_Company_shopping_610_by_400_15f51d2b-9d9b-4b7a-a8f7-efe4adcd70a0.jpg	Yes	feminine	masculine		Fernanda	data/visogender_data/OP_images/OP_351.jpeg
OP_352	service	food_service	baker	customer	https://bloximages.chicago2.vip.townnews.com/dailyjournalonline.com/content/tncms/assets/v3/editorial/5/52/55203d24-5b3c-502b-ae02-9cef3d7e6e64/5d925dd38e45e.image.jpg?resize=1200%2C800	Yes	feminine	masculine		Fernanda	data/visogender_data/OP_images/OP_352.jpeg
